,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_Status,Shift,Line
30,41.710049890779274,44.39818959803031,57.472936051232615,56.10370265433465,49.79098406035852,51.17327383308782,62.77664895788425,44.0842861116417,,47.97807347566106,Operational,Evening,Line C
31,47.8231879677278,60.9877685198719,58.2541634898803,58.135096360006386,63.05478807154329,50.21003841632759,56.81952971294964,46.89733243406544,53.24166352488442,48.698569456323156,Operational,Morning,Line C
32,50.96995964992718,,41.81779316766527,70.9238727568546,39.93982618500298,37.85811387212268,61.581108735000676,57.91662693962936,56.24119817052155,,Maintenance,,Line A
33,49.87753227153085,,50.75804558193726,43.22838288487888,59.75119733417751,48.52942618497861,41.745028032074885,46.78614158347007,54.12931454275624,44.36275447196025,,Morning,Line B
34,41.77779604433569,52.436872114919126,,44.9305682462887,45.289616943816775,52.32049937357636,35.51915658502676,,42.81555778747564,47.86552848288153,Operational,Morning,Line C
35,53.10907565598005,64.75356216949552,58.576596232020194,48.40061470036573,,,49.8148686400761,47.11341361079862,53.227185603380896,41.727690564476774,Faulty,Evening,Line C
36,55.193465142411725,65.32738913002578,48.91239851543143,54.01711722098941,56.90143991711113,45.987795281141636,,50.12592400781795,50.97676098548832,42.26990216144534,Faulty,,
37,50.245101742589426,,64.51143607795042,,71.53182457511556,42.326524371119504,58.723206367206785,,71.89802933217672,41.91701714644849,Maintenance,Evening,Line B
38,41.602781578192236,44.00607354555978,28.76104275690193,44.74244978319239,42.40867338446302,51.50393786476208,53.41755975777159,68.76170839215887,59.5042383818605,44.23096344337597,Operational,Night,Line A
39,,54.919191715065054,36.797667929793576,68.31458765854353,61.79440120721287,45.30824347895295,,63.538723741654124,48.85460154747382,62.378163119734616,Maintenance,Evening,Line B
40,34.05572341205633,,50.05243699718183,50.46980593764742,45.49934528520756,56.228499323474985,,48.576205149787064,51.20295631711899,55.14438834058749,Faulty,,Line C
41,57.1161487808889,38.75357908162131,34.65885829264378,62.77676821898509,53.323140119795916,42.51513463443446,65.51151975522524,51.156746342928585,61.792971840638266,50.67518481410109,Faulty,Evening,Line B
42,70.60747924881987,67.55340842443204,47.51035851520926,59.71570950954356,,,40.35076539419896,56.86051459998439,60.58424486849588,32.41260513576886,Operational,Night,Line C
43,38.16741487334225,29.607678222398995,47.305931655554424,57.17542255795962,65.02357052096028,50.74094780419775,66.28615545571292,36.198985417851084,32.96617560644845,49.44452301103381,Maintenance,Evening,Line B
44,53.840654489393074,49.67305251905907,,49.10879960487212,36.95530499495147,56.69672548830039,53.66598246096848,40.60120213672645,44.861330826633065,39.40786478111048,Maintenance,Morning,Line B
45,49.37320902726828,59.551423205012384,40.14273953664456,55.040465155178445,44.69742381627559,,48.929696400454425,39.64757677580626,44.46350694652818,38.021221074111516,Faulty,Morning,
46,69.6472513291639,50.35263551971729,43.00274492007414,,48.8767195030917,47.79030400466777,56.14166700043425,57.57507710047305,44.69498852389472,44.2418175935532,,,Line C
47,47.24948302848356,26.98078835264415,34.84808937801448,63.66874267444525,66.44967713501283,47.50963960443622,55.765569630557664,53.112501545435364,80.78880808455239,61.195749114345766,Maintenance,Night,
48,48.72082408519233,40.44459559399574,33.93553679742428,52.03463635867223,42.436492547156966,35.77746290402326,,39.18451996385605,,58.816397569494505,Maintenance,Night,
49,49.92027358683383,64.79944138890026,50.77368307647618,41.38715798671736,65.23124077269657,55.38910043684659,,48.09661321916392,41.24381746615243,,Operational,Night,
50,59.26177547531641,69.0941664047013,36.01432426180859,55.62969236690571,43.49357430878173,45.12874616235304,,41.36009230320184,50.48521627944827,,Faulty,Night,Line B
51,52.704568257798385,49.49761890550863,47.6105195313359,40.92436337958402,44.23228669431667,57.55391225825756,55.009171876243805,40.22444755201449,50.99332305429226,,,Evening,Line A
52,33.305947188786284,,43.37376241054153,,42.367408434574834,31.95117899335481,33.72457562116837,50.48084946661382,52.59722501721482,40.956833748955916,Operational,Morning,Line B
53,,33.3847993773104,,,43.48163892197841,50.47398671316414,41.39586634716048,46.154444557701744,,,Maintenance,Morning,
54,58.35692112065142,38.702931453423815,55.298041779152825,64.41568620657901,25.283554998727105,42.03104744529523,55.7707212718054,47.96954613957007,,,Maintenance,Evening,Line A
55,50.865897874729,48.44322764607921,61.67782061659807,52.54420843301213,53.37602662075202,45.881230338775325,45.123937759275066,45.67441812180379,53.944521423782966,45.79015519179737,Faulty,Night,Line A
56,,,58.711247034316926,46.73976467832159,62.012139221639444,,29.61875464822146,39.91913689082596,31.292080789741444,46.48486515958692,Operational,Evening,Line A
57,50.184183791895514,66.76437312275283,53.269273737641626,47.80899471191136,58.294055811834895,,52.356145581085656,,35.214137542201584,61.43754043206929,Maintenance,Night,Line B
58,53.38496407494414,45.847120860991986,56.32781866106285,72.70692857804396,51.81866255058495,52.48220586300336,45.40639100459756,41.50155630535208,58.303358165442454,41.43916174091133,Faulty,Morning,Line C
59,50.715662372193925,45.223425532348834,54.78979825746392,53.33662105286948,60.375399442578995,44.89983601145253,47.30125064706629,40.21236284217693,45.55706739923888,53.77300493044852,Operational,Morning,Line C
60,57.56988616645352,,58.6960592010566,63.55637858804951,54.13434903223701,68.76795812558066,42.26210800896427,37.55345296688583,32.212797510957216,64.96044311489183,Maintenance,Night,
61,56.54365656354058,,52.799686263198204,38.74510952701623,74.45751979616827,51.292211819752275,51.09394794604893,57.25766623898692,54.810092317367136,52.23884024279131,Faulty,,Line B
62,42.09525544554688,,68.82024496475034,63.454200461549775,65.93186626639397,44.88784323568815,40.10395179741419,48.74213079900352,,60.94191518470949,,Night,Line A
63,,65.29550319460614,48.419921014210104,45.7311893005258,39.87895624739832,33.451433281342304,,50.73317967188404,37.10039100258946,37.04921227936384,Maintenance,Night,Line B
64,46.64215300709872,66.69021525289392,47.40408648636395,,47.54256935914056,47.27276430252329,23.031133570584284,49.45705133482188,47.69065469791322,56.96206364813418,Operational,Morning,Line C
65,68.48956094945345,61.26565029547757,47.31111309445169,,75.7335980324986,50.59218434014488,50.13929291912946,49.758749128899964,51.98084760767855,48.556395880760576,Faulty,Night,Line C
66,44.26337993119763,,49.672467297840015,44.56575228866235,42.871542173228356,51.064302276918966,,,23.490301916069882,60.91506851922462,Operational,Evening,Line A
67,62.46085192497629,29.266097675918505,46.573124059196516,46.28559134004209,35.924883052821784,42.22183312409125,,67.52270443423623,59.35678393147461,,,,
68,57.21672064043235,,,54.89374561227918,37.778721911080545,,,46.251791924504026,57.10959968203491,54.4426331148604,Faulty,Morning,Line C
69,46.3903383418092,,,56.15935606944264,55.93101257968384,46.904535606860094,53.26133022242118,37.488864236146966,59.24027019206901,48.15097863557011,Maintenance,Evening,
70,44.772769794809605,60.49009225836889,,,,56.06009951345639,,67.54794181984364,29.18070592116278,66.96456368290038,Maintenance,,Line C
71,,49.032868881296075,44.550809131910505,53.991361143520706,49.62365297575152,61.03301882016521,51.142276486620396,51.50301761461878,46.36387787786144,49.43054376278933,Maintenance,Morning,Line B
72,53.07801768892059,32.89831607343375,36.518145778942866,57.43264094022715,51.708654381279416,48.16016663647321,50.184339330653934,53.47581705361671,44.60240319690639,42.216952745976876,Faulty,Morning,
73,51.958452550976816,40.21627222384968,,32.9741639576216,60.29155637325644,54.72597482413043,52.56029734313876,59.82690983945514,,60.1437006501813,,Night,Line C
74,31.591257686683548,37.204230332642986,,50.26091050210834,,42.742561868465344,,42.44617067646678,43.884821970080516,35.93338903151778,Faulty,Morning,
75,40.76766753889096,36.48315394383666,40.241267470226674,60.536417966078396,40.50601111168057,76.32382064837391,54.93317900880889,51.84836123694874,41.41642219818787,57.003098794089915,Maintenance,Morning,Line C
76,44.24362173762226,51.220098146453616,,,61.49273326285676,42.96823574874112,,67.7080063563551,,68.12448557996929,Operational,Morning,Line A
77,57.07751935455475,44.37533224105732,56.32407739055521,59.7255444962673,56.21809962217196,34.297752801095434,42.728628241751316,47.52481364448495,49.25566570899954,56.206720975506784,,,Line C
78,,36.64655641289899,53.801978510059634,56.10585745283823,55.5979044793104,60.807807255546216,58.33922154548904,54.59180079228437,49.29834288541353,33.39039066484008,Maintenance,Evening,Line C
79,54.296182191325855,52.076876871631114,52.715788371953735,37.232514241796906,39.189434595917376,60.53152853332904,49.60444846143345,56.81500697372624,50.28318376130461,50.297561394957455,Operational,Evening,Line A
80,59.382838059759976,,50.96120776940983,45.377247112949576,45.65503772567684,46.908278765313604,52.22133771633713,45.212513783365225,62.55756125573521,,Faulty,Evening,Line C
81,48.13128355838641,45.60268941725825,64.46977884353733,51.965547765115744,60.31844539468635,35.14439626963028,52.67050265869259,58.89630795623437,50.82283989275424,60.654803750653514,,Morning,
82,44.82711549899628,64.0934744018558,72.9889812361925,46.37161439560341,,64.533844771177,65.79572145730712,44.771399728467316,45.798131829041424,,Maintenance,Night,Line C
83,,40.81348053515802,39.95859233247932,42.32202434895871,,52.342147325365204,65.50500492814076,,59.843223984765835,47.86011155774491,Operational,Night,Line C
84,49.50536290347567,56.74819492166604,,53.82409746184051,,54.92451264008149,52.89168643907818,74.55300139910895,43.62260015748684,44.690030449981826,,Night,Line A
85,43.76859473575236,44.44522880839745,43.62612872693482,61.89016531107552,64.20504247989855,44.29253706250524,41.67644426895771,54.71415556386404,,56.32931817755511,Maintenance,Night,Line A
86,52.029230208513,34.84255885002768,65.47505201330061,67.95877673095522,43.87211309515614,46.122984400640156,52.85865390724905,53.34456789987025,56.5854427267283,,Faulty,Evening,Line C
87,48.2305277250595,42.01702755461546,,42.69069960058081,49.66873027126203,67.94557863517788,,52.237879516388986,49.83577103927248,,Maintenance,,Line C
88,75.26932425873622,44.69131227079679,45.10560557481778,60.44160877069072,56.81891489626312,68.46707325736034,55.839281853259635,46.40707909212941,55.90654830692309,61.087035805829075,Maintenance,Evening,Line A
89,58.204821811973645,55.07274031107298,60.666746895891535,61.692955904456724,63.82158991037527,56.48709887589643,48.328819196831454,51.46713686433323,62.06508966508357,41.83064329012764,Faulty,Night,Line C
90,53.686733088729014,46.06661187672639,50.28744822934817,62.78451862607299,,50.46436548156149,36.40143859020081,57.46253566027221,56.45484181141075,71.6325472330546,Faulty,Night,Line B
91,46.92221765046999,,52.49383683710755,,,52.790215257703395,56.078965097165394,,,51.94089992898308,Maintenance,Evening,Line A
92,60.73631749859772,39.7348470058894,51.32969674146876,42.99879185060827,61.950466289248425,34.76813095216225,44.410781527284115,53.772118750645205,65.65524029234341,49.34249738927012,Maintenance,Evening,Line C
93,44.44800473306802,,35.51986099583756,28.011940433799182,54.40014450053332,44.97945775647389,39.787671828692865,57.08356447299353,52.43800713771199,44.359213692632714,Faulty,Night,
94,,58.724573282801444,56.50201177958661,49.00824136220617,,39.29915233673847,34.74474829075261,43.080919301187556,,52.43339449322692,Faulty,Morning,Line C
95,,53.520553965142966,37.48460575809556,64.4376460407326,49.178488216074314,61.172958315881274,53.42725346377704,54.567532191537836,55.69767280232204,54.47708560017315,,Night,
96,56.42722759867544,63.29152530132431,51.9652116970147,57.09003757588512,49.102643057127736,64.40117215449473,43.2360769794073,68.00940432910815,49.59842049355657,35.69224897881952,Operational,Night,Line C
97,51.28104414910789,43.18948342525119,58.406435489887244,43.47376020697609,45.538165667852205,,45.47693680750923,25.761206733710434,34.16097176514277,57.604146561442974,,Night,Line B
98,,54.254575617849646,,49.5228864385802,49.963974609094315,38.416353108074574,,58.77362290575671,47.79035826170336,50.26885838994531,Faulty,Evening,Line B
99,52.08382807947552,29.582651315757094,47.52822617479403,43.180157520022014,39.983799901050844,47.18899707114045,67.97686526849523,56.4084286126701,44.28821010217203,,,Night,Line A
100,63.99355436586002,,50.59630369920174,43.53063222294426,56.982233136135896,53.934853854217494,58.95193220027733,56.351718016819696,60.49552715319335,44.64764788439432,Faulty,Morning,Line C
101,63.173940656343255,51.975996046923996,70.75260872625265,43.10812181910432,67.3596380316525,,43.48581996385552,45.16114165945678,46.7965269180568,54.241659464019165,Operational,,Line C
102,55.228354880355,44.26299996061421,49.756454077390174,71.42270358611864,,54.36323669674032,50.380034781682,51.200313267182615,56.13517972730416,39.77207434801595,Maintenance,Morning,Line B
103,47.42623462576655,33.314159261224106,,56.47195939702741,45.16813537700626,65.73986763290033,37.74234336997659,35.3562511979018,52.24451818559972,60.470983026121544,Maintenance,Morning,Line C
104,,45.4111573713106,60.78680833431296,49.61491530499293,48.273727000591805,58.83659937486672,56.5232287841342,34.236078430157505,,63.800913541474515,Maintenance,Morning,Line C
105,,53.95803533437409,54.94030186282739,52.60673765823907,44.4969484615458,43.283766320619485,49.744459290085544,61.72729019259364,55.43600154594432,46.29385667913894,Faulty,,Line C
106,57.716987106483444,21.514573793699245,61.48765700372103,,46.37559058596868,38.803301053738565,37.053185242790946,,,53.46503881730716,Maintenance,,
107,49.53079421120816,54.770408272231215,,37.1700777581143,59.9626681944714,45.06243416838687,34.434181013402494,45.718848390340874,65.00759790634311,58.50221742113493,Maintenance,,Line C
108,,46.50742295681571,46.783649487826175,70.76747983560841,53.819354522315535,54.300416471910694,60.30283454031842,,47.40957854179297,,Faulty,Night,Line C
109,49.283987405859364,49.627777634901584,57.2762954363698,50.519458858072994,57.32640077215579,49.19283419891418,50.786351903160906,30.017993154678923,59.16327674702482,53.46488475897993,,Night,Line A
110,59.98010109859652,,70.88374704780728,48.604103718448265,61.081828167375164,39.60094072874469,,39.46584436826344,43.76231039304195,69.14031353866787,Faulty,Morning,
111,48.09317599236653,52.17432873179723,58.70067730688754,54.95681887972604,,53.64961002466225,74.03415585238275,49.42381202966415,52.010990467149675,,Faulty,Night,
112,61.05525932957984,61.8703030556038,56.38730222029184,38.569950872695166,,38.53654606981312,53.02635465239033,,,53.2876241030348,,Evening,Line B
113,53.21357215450273,,66.13711269058646,54.5353430151398,47.558433647093516,59.64087168288357,,37.72392184863008,55.97400069849858,57.01172742310898,Operational,Night,
114,47.02436496640008,,48.499444129674735,,48.2692817571613,,39.037249131047986,35.59949117405706,65.94505063224972,41.53038651681672,Faulty,Night,Line A
115,40.08607650543693,28.466098863962852,43.610382523104974,36.76910206592502,,60.09817089342634,43.118496548222765,,59.81765486991594,46.75168616491378,,Night,Line C
116,25.00594285126427,72.90942572590743,,33.546012530431085,60.225704320096405,74.39752406339272,63.84272818510518,,55.94754341665286,58.53415558780308,Maintenance,Morning,Line C
117,57.589285897867654,52.811914239693756,51.04201103951876,49.374068721004775,42.46035411133324,47.19324923133226,33.07043185804615,,40.11408892849083,,Operational,,Line C
118,51.798941511534785,63.92002286344599,59.183166060023126,34.29499396376823,40.10371863429663,,40.175126064616904,,,40.31655545136365,Faulty,Night,
119,,36.65974505081795,43.98632356048786,,,54.40474737960399,49.803622010733186,55.524899544171475,52.23914134064661,,Maintenance,Night,Line C
120,51.25224502647907,45.70594458874747,,55.43298029036388,50.48860070325704,,42.980083121932445,43.37099082449052,,67.4957674318694,Maintenance,,Line B
121,37.56136764608715,43.07094802204092,42.81592734430802,58.949243769444415,47.05050321707972,62.477420726737336,43.26509375756132,52.78994162223802,41.64652946740243,71.45149127773388,,Morning,Line A
122,38.12401580970487,53.09820710227027,56.337768809320984,54.137990974514985,,48.70179300266574,50.438114719791095,,,72.10523001591352,Operational,Morning,Line C
123,44.425082149921664,36.301970204209226,49.117179516487454,,,66.39116805444067,66.77700814076441,,55.689830791852756,66.28396623128538,Faulty,Evening,Line B
124,46.20872259012513,47.964196398976384,44.18319086051356,39.852432693071336,43.50722454933993,37.760597332377436,50.34083468259226,42.30026768941358,,34.44104353796373,Faulty,Morning,Line B
125,53.30880232214457,,30.062643574285445,53.74056569847572,62.27668992473292,37.90358981308795,66.72572386837703,54.190190093660455,42.949881442415915,,Faulty,Evening,Line B
126,55.58326912521722,50.760053914124114,55.387559924463694,,,35.8628550309502,48.887739386513,40.960923585352106,42.64470057410233,62.36093175210438,,Morning,Line C
127,,56.09138120907177,39.07687235327421,46.83591550305198,62.130976999791834,51.417169136399046,73.19329539981695,53.93317839394372,51.92049116490031,46.908835357974986,Faulty,Morning,Line A
128,,48.47530163619456,57.0810867668859,59.56702316794584,42.140105394920504,,31.637946268967035,55.079913269125434,38.966333938261265,28.47109407047517,Operational,Morning,Line B
129,53.885786045309644,74.9299951743279,49.939290884601064,58.38490774451642,50.81829358547565,49.01110346808857,59.190764829877686,47.097254558113484,52.673923140719026,53.216978061960134,Maintenance,Night,Line C
130,,59.92042349536523,,42.442548405071555,,41.015320182089624,50.281811573691286,49.90881003355796,60.85895565831578,54.746982328799525,,Morning,Line B
131,,,,55.578103063518626,,36.8816376764984,,46.94775295645332,43.90487797840717,48.13028697014554,Maintenance,Night,Line B
132,50.56649924897107,55.29692754356731,,54.86501643826202,50.6447441481012,30.245334336461287,40.606646061812455,48.55912444278385,37.90305257158892,55.99928729996205,Maintenance,Night,Line C
133,65.30750832343698,62.18761851697317,47.86557129069792,64.90726136849952,51.486674572021116,46.629140288819606,43.8659733645906,46.975303135118715,46.118231814587716,51.70416222375488,Faulty,,Line B
134,51.60573981049865,50.03046020153415,54.369381697463496,61.906462747863415,59.495541354413234,35.151020315500965,24.46078865098045,59.34319911239274,36.33121301584579,47.75234598107316,,Evening,Line B
135,38.298869739406406,31.9801956241998,55.41462728204788,,44.2348959927328,24.089577078550903,44.53755551747517,53.91804005402547,35.21088431225871,,Faulty,Morning,Line C
136,49.846901508270044,55.792914996010886,51.19580368414153,,61.965715016644914,48.4147042697303,49.72695460490068,40.667320409268044,45.567177488084894,41.15197285973099,Faulty,Morning,Line A
137,48.27053940076577,67.11708480142343,36.28098857068643,33.86438602123259,,47.90676322848134,43.309272613400836,60.39904687396076,,68.26009713546937,Faulty,Morning,Line A
138,56.77925871339269,45.120885918542974,71.57308213265503,43.94285076996662,57.42095372009307,,63.01741289398798,65.61511196726853,50.320041490657665,42.46582129653817,Operational,Night,Line A
139,54.59972142939117,43.22284630247894,70.13387247526623,51.36535331082737,46.34678448687891,51.84680305864909,,40.28385961489349,,43.43105721028604,Faulty,Morning,Line A
140,,,61.85704154662997,57.18953310665067,59.960476858058165,,35.78189333258156,65.01333651955487,46.77320161157864,47.49166983544953,Faulty,Night,Line C
141,63.281941418490575,55.5623000940066,,71.65002344901083,43.564817696198574,59.278401280812375,,52.68592278863257,65.28468426412532,55.07835756289624,Maintenance,Night,Line C
142,55.38296079049633,60.72507337309802,46.350472704571146,41.607903326609936,39.55190805978967,30.33643410623998,,38.96791634278317,,47.23186700111079,Operational,Night,Line A
143,53.07406697809101,58.15737212539297,58.60473488359745,44.16922561431062,48.32878286213589,,47.51308873816453,66.07345576019992,54.90974951638251,57.348777860498174,Maintenance,Night,
144,,61.73473857485325,51.81021558703707,,53.996879517526416,43.48643106208171,,55.863640187550935,62.38283071433636,50.21271576736061,Maintenance,Morning,
145,53.088330125989636,67.02214944635239,52.407531794885685,76.01683114180395,55.65509645631544,32.39237240844182,,53.81158384882778,62.897527540827454,56.73181351269958,,Night,Line B
146,48.615440160162265,37.757017637106344,47.90976742713975,41.494795457907,44.19476550195277,55.8857840442061,66.69904504351406,53.94671529822981,38.04116937964815,54.446026682201406,,,Line B
147,61.966314866456514,43.90217095680618,48.65982833327082,,42.151016869177596,56.48280433843859,48.79051851392219,54.195324439070276,41.125078221978995,45.62541699676589,Operational,Evening,Line B
148,,46.27166847908233,67.26963851233405,46.003638143853976,,59.325908318730896,35.816342670669684,32.39191188019224,,,Faulty,Evening,
149,44.481418541075534,75.58199285668252,44.357524013426115,51.84551303197037,65.42109952567876,70.06092888159122,70.61503576636397,62.083662305931426,,55.92526949201183,Operational,Night,
150,57.78361076166638,44.488142836714665,41.81801116577693,,48.298153774750716,45.46771950672725,,,50.884068862918475,64.77530081055262,Faulty,,Line A
151,38.58310885866495,48.06340540720282,42.831776793971954,,49.17319314157301,48.78252491616716,65.13449743242131,56.30811684554777,39.758131756707954,68.54092566334188,Operational,Morning,Line C
152,62.21033695525353,55.82097703468616,47.73515901150168,,,60.88748619704186,68.84586305934609,,45.11150578213726,38.80382566710989,Operational,Night,Line B
153,51.40886246911204,,53.23167714184781,48.52397413701331,45.33963498131758,34.05296932733204,55.136001065697165,44.672991603380886,38.30083164289712,21.277377867183507,,Night,Line B
154,49.724850949493636,67.72251596669744,,45.429037434137285,,,40.016145608117085,53.01791899819466,57.660802783846904,62.26933223884308,,,
155,48.99845923520047,47.96326249823034,41.22017413243439,41.7311964596014,,53.67365506816178,59.13584626233249,41.96821049319655,,,Operational,,Line C
156,49.78632705651564,42.527883208521764,25.757597397270583,,57.36843897092433,,50.66990717224872,55.15939217704099,34.374541431134574,44.70947322653705,,Night,Line A
157,,37.45710576830751,52.935579321666296,36.43418195376595,54.66429982433527,49.643585177025166,33.848681840944906,61.64739354457171,42.65408423201951,41.89747562985619,Maintenance,Night,
158,52.00569197230943,,,,54.28816500330573,56.93105607263144,,46.329721609166775,41.724097793512804,50.86143883046375,Faulty,Morning,Line B
159,39.27860988014393,20.78649516505393,54.365598041576675,59.039348410861955,,39.90269295290062,56.191542610051975,70.574954697117,50.20793707675408,42.71997058770866,Maintenance,Morning,Line A
160,48.1710355889516,,,42.00807993349746,45.17256477817968,40.466713917412875,51.22670315994795,,53.23079273116029,47.47646497873713,Operational,Evening,Line B
161,47.08188731084456,,58.83109777147159,49.22162802987198,48.19520086409374,81.93107567844861,52.98752908365686,42.48208949904816,,61.48445709196755,Operational,Evening,Line B
162,51.13270410537764,35.61722021682633,59.19228934575204,43.31855914461006,,,45.52678104341249,62.81016361735113,50.678555105274036,58.52773675122219,,Evening,Line B
163,54.84732817294475,,43.56450167682538,60.29960817581161,46.65224667893459,45.96351536758003,40.44877420650647,54.235990655934614,70.62524919243145,39.32467085745727,,Evening,Line A
164,50.24219456672758,64.12220555415429,49.203586087542845,54.52371796249734,,54.28307097207649,48.12855734995451,59.85729995679863,,75.89563642018614,Operational,Night,
165,55.796331732135755,53.257963165821664,51.94384301577336,46.46833707189312,53.38483843461691,47.04598589860971,51.68460976269614,,,61.39878561129045,,Night,Line C
166,63.17115067339866,48.81931473008921,28.781451009914054,43.921780129055676,62.96994546561109,49.77131937701118,40.00697767705089,44.95225078771782,,55.4673356820138,Operational,Evening,Line A
167,47.61067900830306,,46.08241850956178,,66.15375689469442,46.7767953078866,62.17158520825497,65.21316051922452,,45.683796872819514,Faulty,Evening,Line B
168,,49.758043936090836,,53.24359281721603,38.20960208840198,61.87679388461564,45.35382702701607,52.01159655872839,52.83287871546142,47.410950262959226,Faulty,Morning,Line C
169,55.86693801475275,,58.71297297457244,36.54020319753251,51.26379579546412,,,43.222550294751485,55.13907849658915,,Maintenance,Morning,Line C
170,53.50630099273559,54.891871301476634,56.3472146856177,61.09699841956223,54.098186569285126,,56.72573701202731,,48.67366253617426,,Maintenance,Morning,Line C
